"","X","Country","Date","Annual.GDP","GDP.per.capita","Debt","Debt.Per.Capita","Deficit...M...","Expenditure..M...","Expenditure.Per.Capita","Corruption.Index","Exports","Exports...GDP","Imports","Imports...GDP","Population","Fertility.Rate","Crude.death.rate","HDI","Life.expectancy","CO2.Tons.per.capita","Continent","status"
"927",927,"Romania",2005,98454,4604,15424,726,-797,33018.8,1553,30,27687.5,0.2809,40518.5,0.4111,21257016,1.4,0.0123,0.755,71.9,4.88,"Europe","Developing"
"928",928,"Romania",2004,74974,3484,14639,685,-816,25396.6,1188,20,23553.2,0.3135,32690.6,0.4351,21382354,1.33,0.0121,0.746,71.4,4.91,"Europe","Developing"
"929",929,"Romania",2003,57806,2673,11662,542,-824,19846.2,922,28,17662.3,0.3055,23983,0.4148,21521142,1.3,0.0124,0.734,71,4.98,"Europe","Developing"
"930",930,"Romania",2002,46065,2114,10172,470,-891,16064.5,743,26,13876.6,0.3014,17853.7,0.3877,21627509,1.27,0.0124,0.724,70.9,4.69,"Europe","Developing"
"931",931,"Senegal",2016,19035,1235,9049,587,-623,4562.7,296,45,2640.3,0.1387,5477.9,0.2878,15412000,4.77,0.00599,0.499,67.08,0.61,"Africa","Developing"
"932",932,"Senegal",2015,17777,1187,7912,528,-655,4082.2,273,44,2611.7,0.1469,5595.4,0.3148,14977000,4.84,0.00614,0.492,66.75,0.56,"Africa","Developing"
"933",933,"Senegal",2014,19802,1361,8388,577,-771,4573.1,314,43,2750.2,0.1389,6554.9,0.331,14546000,4.91,0.00632,0.486,66.37,0.55,"Africa","Developing"
"934",934,"Senegal",2013,18966,1343,6973,494,-820,4179.2,296,41,2661,0.1403,6552.2,0.3455,14120000,4.96,0.00652,0.481,65.94,0.56,"Africa","Developing"
"935",935,"Senegal",2012,17836,1302,6091,444,-739,4057.1,296,36,2531.7,0.1419,6434.2,0.3607,13704000,5.01,0.00675,0.476,65.45,0.54,"Africa","Developing"
"936",936,"Senegal",2011,17899,1346,5857,440,-877,4142.2,311,29,2541.7,0.142,5908.9,0.3301,13301000,5.04,0.00701,0.467,64.9,0.57,"Africa","Developing"
"937",937,"Senegal",2010,16244,1258,4594,356,-635,3498,271,29,2161.1,0.133,4782.2,0.2944,12916000,5.06,0.00731,0.456,64.28,0.55,"Africa","Developing"
"938",938,"Senegal",2009,16296,1298,4380,349,-591,3409.8,272,30,2017.4,0.1238,4712.9,0.2892,12551000,5.08,0.00763,0.449,63.61,0.53,"Africa","Developing"
"939",939,"Senegal",2008,17017,1394,3215,263,-595,3529.2,289,30,2170.5,0.1275,6527.6,0.3836,12204000,5.09,0.00799,0.445,62.88,0.53,"Africa","Developing"
"940",940,"Senegal",2007,14307,1205,2654,224,-392,3102.9,261,36,1673.8,0.117,4871.4,0.3405,11874000,5.11,0.00836,0.436,62.13,0.53,"Africa","Developing"
"941",941,"Senegal",2006,11859,1026,2046,177,-429,2489.7,215,33,1594,0.1344,3671,0.3096,11557000,5.12,0.00875,0.427,61.37,0.49,"Africa","Developing"
"942",942,"Senegal",2005,11033,981,3977,354,-29,2055.2,183,32,1578.1,0.143,3497.7,0.317,11251000,5.15,0.00914,0.422,60.62,0.52,"Africa","Developing"
"943",943,"Senegal",2004,10181,929,3829,349,19,1828.4,167,30,1509,0.1482,2839.1,0.2789,10956000,5.19,0.00952,0.415,59.91,0.48,"Africa","Developing"
"944",944,"Senegal",2003,8701,815,3761,352,-45,1496.9,140,32,1257,0.1445,2390.9,0.2748,10671000,5.23,0.00988,0.407,59.26,0.43,"Africa","Developing"
"945",945,"Senegal",2002,6780,652,3643,350,13,1087.1,105,31,1067,0.1574,1958,0.2888,10397000,5.29,0.01021,0.4,58.68,0.45,"Africa","Developing"
"946",946,"Singapore",2016,318058,56722,346972,61882,11912,49492.1,8827,84,330481.4,1.0379,283339.4,0.8898,5607000,1.2,0.0048,0.93,82.85,9.32,"Asia","Developing"
"947",947,"Singapore",2015,307999,55646,317079,57286,8875,44776,8090,85,351587,1.1416,297087.2,0.9647,5535000,1.24,0.0048,0.929,82.74,9.27,"Asia","Developing"
"948",948,"Singapore",2014,314864,57565,312451,57121,14703,40194.9,7348,84,415378.3,1.3185,377914.3,1.1996,5470000,1.25,0.0047,0.928,82.5,9.59,"Asia","Developing"
"949",949,"Singapore",2013,307576,56967,304588,56416,18497,33859,6271,86,410249.7,1.3339,373016,1.2128,5399000,1.19,0.0046,0.923,82.25,10,"Asia","Developing"
"950",950,"Singapore",2012,295093,55548,317057,59687,21794,29188.5,5495,87,408393.2,1.3839,379723,1.2867,5312000,1.29,0.0045,0.92,82,10.08,"Asia","Developing"
"951",951,"Singapore",2011,279357,53891,291984,56324,22541,27350.8,5276,92,409503.4,1.4643,365770,1.3079,5184000,1.2,0.0045,0.914,81.74,10.37,"Asia","Developing"
"952",952,"Singapore",2010,239808,47237,242675,47799,13980,25161.3,4956,93,351867.1,1.4656,310791,1.2945,5077000,1.15,0.0044,0.909,81.54,10.05,"Asia","Developing"
"953",953,"Singapore",2009,194150,38927,206803,41460,-191,32238.5,6463,92,269832.4,1.3866,245785,1.263,4988000,1.22,0.0043,0.884,81.24,9.43,"Asia","Developing"
"954",954,"Singapore",2008,193617,40009,186765,38596,6850,26673.4,5512,90,338176,1.7426,319780,1.6478,4839000,1.28,0.0044,0.883,80.79,9.41,"Asia","Developing"
"955",955,"Singapore",2007,180942,39433,161831,35265,13125,16617.6,3621,93,299307.9,1.6527,263155,1.453,4589000,1.29,0.0045,0.878,80.44,9.58,"Asia","Developing"
"956",956,"Singapore",2006,148627,33768,132822,30180,3316,18850.6,4283,94,271807,1.8279,238710,1.6053,4401000,1.28,0.0044,0.871,80.14,9.53,"Asia","Developing"
"957",957,"Singapore",2005,127808,29961,121309,28436,3345,16205.5,3799,94,229649,1.7964,200047,1.5649,4266000,1.26,0.0044,0.868,79.99,9.56,"Asia","Developing"
"958",958,"Singapore",2004,115034,27608,112321,26955,2418,16509.4,3962,90,198637,1.7261,173599,1.5085,4167000,1.26,0.0044,0.845,79.49,10.11,"Asia","Developing"
"959",959,"Singapore",2003,97646,23730,99392,24154,680,15686.5,3812,94,159902,1.6372,136218,1.3947,4115000,1.27,0.0045,0.838,79.04,9.93,"Asia","Developing"
"960",960,"Singapore",2002,92538,22160,90035,21560,2087,14893.2,3566,93,125177,1.3511,116441,1.2568,4176000,1.37,0.0044,0.83,78.55,10.82,"Asia","Developing"
"961",961,"South Africa",2016,296273,5267,137788,2711,-12057,96799.3,1721,45,76214.4,0.2569,91691.9,0.3091,56252000,2.46,0.0096,0.696,63.15,8.62,"Africa","Developing"
"962",962,"South Africa",2015,317578,5732,141197,2827,-15161,104556.1,1887,44,81002,0.2555,104651.4,0.3301,55407000,2.48,0.00977,0.692,62.65,8.64,"Africa","Developing"
"963",963,"South Africa",2014,350901,6430,124078,3020,-14955,111741.5,2048,44,93043.3,0.2651,121949.8,0.3475,54574000,2.51,0.01004,0.685,61.97,8.88,"Africa","Developing"
"964",964,"South Africa",2013,366821,6824,121808,3010,-15654,115890.6,2156,42,96153.5,0.2625,126330,0.3448,53751000,2.54,0.01043,0.675,61.1,8.8,"Africa","Developing"
"965",965,"South Africa",2012,396332,7488,126400,3068,-17530,124241.9,2347,43,99606,0.2514,127154.1,0.3209,52930000,2.56,0.01092,0.664,60.06,8.71,"Africa","Developing"
"966",966,"South Africa",2011,416879,7997,114510,3058,-16999,128746.2,2470,41,108814.7,0.261,124430,0.2985,52129000,2.58,0.01148,0.657,58.9,8.53,"Africa","Developing"
"967",967,"South Africa",2010,375304,7312,98086,2533,-18848,117922.8,2297,45,91347.3,0.2432,96835.4,0.2578,51329000,2.6,0.01209,0.649,57.67,9.01,"Africa","Developing"
"968",968,"South Africa",2009,297221,5880,64167,1771,-15479,94350.2,1867,47,61676.8,0.2058,74053.5,0.2472,50545000,2.61,0.01268,0.642,56.46,8.92,"Africa","Developing"
"969",969,"South Africa",2008,287095,5766,51748,1528,-1537,82326.1,1653,40,80782.2,0.2796,101640,0.3518,49795000,2.61,0.01321,0.633,55.36,9.64,"Africa","Developing"
"970",970,"South Africa",2007,299033,6092,59038,1648,4054,81253.3,1655,51,69784.1,0.2332,88449.6,0.2955,49089000,2.61,0.01362,0.621,54.45,9.14,"Africa","Developing"
"971",971,"South Africa",2006,271812,5611,67874,1759,2477,74996.2,1548,46,58175.1,0.2149,78714.6,0.2908,48446000,2.61,0.0139,0.616,53.8,8.86,"Africa","Developing"
"972",972,"South Africa",2005,257667,5384,68749,1787,-297,72553.3,1516,45,51625.7,0.2004,62304.3,0.2419,47860000,2.6,0.01399,0.614,53.45,8.87,"Africa","Developing"
"973",973,"South Africa",2004,228931,4839,63326,1665,-2676,58200.6,1230,40,46145.7,0.2012,53465.8,0.2331,47310000,2.6,0.0139,0.613,53.44,8.76,"Africa","Developing"
"974",974,"South Africa",2003,175254,3744,54903,1327,-3130,44575.7,952,44,36481.6,0.2075,39748,0.2261,46806000,2.61,0.01363,0.615,53.75,8.22,"Africa","Developing"
"975",975,"South Africa",2002,115748,2497,43544,888,-1241,28761.9,620,48,29723,0.2558,29267,0.2519,46355000,2.62,0.01323,0.617,54.31,7.83,"Africa","Developing"
"976",976,"South Korea",2016,1500479,29296,510119,11024,24704,292487,5711,53,495425.9,0.3302,406192.9,0.2707,51218000,1.17,0.0055,0.9,82.28,12.81,"Asia","Developing"
"977",977,"South Korea",2015,1465773,28732,492552,10712,7645,289283.4,5671,56,526756.5,0.3598,436499,0.2982,51015000,1.24,0.0054,0.898,82.02,12.63,"Asia","Developing"
"978",978,"South Korea",2014,1484318,29250,396302,10375,5892,293189.7,5777,55,573091.1,0.3859,525563.8,0.3539,50747000,1.21,0.0053,0.896,81.72,12.34,"Asia","Developing"
"979",979,"South Korea",2013,1370795,27183,347891,9162,8485,272845.4,5410,55,559632,0.4082,515584,0.3761,50429000,1.19,0.0053,0.893,81.27,12.47,"Asia","Developing"
"980",980,"South Korea",2012,1278428,25467,306286,7839,19037,251264.8,5005,56,547870,0.4287,519585,0.4065,50200000,1.3,0.0053,0.89,80.82,12.61,"Asia","Developing"
"981",981,"South Korea",2011,1253223,25096,272260,7589,20336,239039.6,4787,54,555214,0.4426,524413,0.418,49937000,1.24,0.0051,0.888,80.57,12.62,"Asia","Developing"
"982",982,"South Korea",2010,1144067,23087,254285,6803,16767,212943.5,4297,54,466384,0.4074,425212,0.3715,49554000,1.23,0.0051,0.884,80.12,12.06,"Asia","Developing"
"983",983,"South Korea",2009,943672,19138,203083,5745,159,192236.7,3899,55,363533.6,0.3834,323084.5,0.3407,49308000,1.15,0.005,0.869,79.97,11.16,"Asia","Developing"
"984",984,"South Korea",2008,1047339,21350,191925,5754,15264,208540.8,4251,50,422007.3,0.3993,435274.7,0.4118,49055000,1.19,0.005,0.874,79.52,11.05,"Asia","Developing"
"985",985,"South Korea",2007,1172614,24086,234676,6606,24329,229618.1,4717,51,371489,0.3167,356846,0.3042,48684000,1.25,0.005,0.869,79.12,10.88,"Asia","Developing"
"986",986,"South Korea",2006,1053217,21743,235869,6114,10874,204956.7,4231,51,325465,0.309,309383,0.2937,48438000,1.12,0.005,0.862,78.67,10.7,"Asia","Developing"
"987",987,"South Korea",2005,934901,19403,194519,5022,7691,176312.7,3659,50,284419,0.3041,261238,0.2793,48185000,1.08,0.005,0.855,78.17,10.6,"Asia","Developing"
"988",988,"South Korea",2004,793176,16496,143037,3700,711,152372.8,3169,40,253845,0.3196,224463,0.2826,48083000,1.15,0.005,0.847,77.67,10.65,"Asia","Developing"
"989",989,"South Korea",2003,702715,14673,123055,2907,10993,130214,2719,43,193817,0.2756,178827,0.2543,47892000,1.18,0.0051,0.839,77.21,10.3,"Asia","Developing"
"990",990,"South Korea",2002,627247,13165,113123,2245,21003,103335.7,2169,45,162471,0.2574,152126,0.241,47645000,1.17,0.0051,0.832,76.77,10.28,"Asia","Developing"
"991",991,"Spain",2016,1237998,26682,1222631,26278,-53079,523268.2,11247,58,289981.2,0.2353,310921.1,0.2523,46527039,1.34,0.00879,0.889,83.5,5.69,"Europe","Developed"
"992",992,"Spain",2015,1199688,25850,1187253,25565,-61895,524751.3,11300,58,282273.6,0.2363,311851.2,0.261,46440099,1.33,0.00906,0.885,83,5.92,"Europe","Developed"
"993",993,"Spain",2014,1379100,29687,1380827,29727,-81113,618616,13318,60,324532.7,0.2367,358860.1,0.2618,46449565,1.32,0.00848,0.88,83.3,5.6,"Europe","Developed"
"994",994,"Spain",2013,1362261,29237,1299243,27933,-95346,621084.6,13353,59,317833.3,0.2345,340597.9,0.2513,46512199,1.27,0.00834,0.875,82.84,5.6,"Europe","Developed"
"995",995,"Spain",2012,1336789,28584,1144404,24491,-142222,644568.7,13794,65,295250.3,0.2229,337338.4,0.2546,46727890,1.32,0.00858,0.873,82.5,6.16,"Europe","Developed"
"996",996,"Spain",2011,1489755,31876,1034994,22107,-144220,683438.6,14598,62,306550.8,0.207,376606,0.2543,46818216,1.34,0.00826,0.87,82.27,6.26,"Europe","Developed"
"997",997,"Spain",2010,1434184,30801,860723,18444,-135477,654650.5,14028,61,254417.6,0.1789,327015.6,0.23,46667175,1.37,0.00817,0.865,82.09,6.23,"Europe","Developed"
"998",998,"Spain",2009,1503409,32424,793223,17063,-168179,689526.4,14833,61,227338.4,0.1524,293217.7,0.1966,46486621,1.38,0.00826,0.858,81.67,6.57,"Europe","Developed"
"999",999,"Spain",2008,1641514,35698,646816,13988,-74615,676307.7,14626,60,281493.2,0.1725,420803.1,0.2579,46239271,1.44,0.00836,0.856,81.3,7.5,"Europe","Developed"
"1000",1000,"Spain",2007,1481397,32748,525996,11518,27803,578630.6,12670,67,253297.3,0.1718,389301.3,0.2641,45668938,1.38,0.00847,0.853,80.97,8.29,"Europe","Developed"
"1001",1001,"Spain",2006,1265678,28532,492406,10995,26772,484444.4,10817,68,213716.9,0.1696,328696.3,0.2608,44784659,1.36,0.00833,0.848,80.95,8.12,"Europe","Developed"
"1002",1002,"Spain",2005,1158348,26530,489527,11123,14209,443965.8,10088,70,192644.4,0.167,288785.8,0.2503,44009969,1.33,0.00882,0.844,80.28,8.46,"Europe","Developed"
"1003",1003,"Spain",2004,1071036,24990,484982,11201,-1171,415134.2,9588,70,182622.8,0.1708,258330.9,0.2416,43296335,1.32,0.00862,0.837,80.29,8.25,"Europe","Developed"
"1004",1004,"Spain",2003,908628,21533,432995,10177,-3404,348263.7,8185,69,156146.6,0.1721,208602.4,0.2299,42547454,1.3,0.00906,0.833,79.71,7.99,"Europe","Developed"
"1005",1005,"Spain",2002,708006,17092,363248,8684,-2245,273852.4,6547,71,125687.2,0.1773,165104.9,0.2329,41827836,1.25,0.00884,0.83,79.77,7.95,"Europe","Developed"
"1006",1006,"Sri Lanka",2016,82390,3886,65119,3071,-4399,16033.7,756,36,10309.7,0.1251,19182.8,0.2328,21203000,2.21,0.00646,0.768,76.48,1.12,"Asia","Developing"
"1007",1007,"Sri Lanka",2015,80557,3842,63220,3015,-5649,16394.2,782,37,10546.5,0.1309,18934.6,0.235,20966000,2.21,0.00637,0.766,76.32,1.03,"Asia","Developing"
"1008",1008,"Sri Lanka",2014,79312,3818,57262,2757,-4941,14159.5,682,38,11297.7,0.1424,19416.8,0.2448,20771000,2.22,0.00628,0.763,76.15,0.89,"Asia","Developing"
"1009",1009,"Sri Lanka",2013,74277,3608,53311,2590,-3851,12781.9,621,37,10208.4,0.1374,18002.8,0.2424,20585000,2.22,0.0062,0.759,75.97,0.74,"Asia","Developing"
"1010",1010,"Sri Lanka",2012,68419,3350,47596,2330,-3829,12187.6,597,40,9380,0.1371,19190,0.2805,20425000,2.23,0.00614,0.757,75.8,0.86,"Asia","Developing"
"1011",1011,"Sri Lanka",2011,65267,3213,46420,2285,-4071,12959.9,638,33,10236,0.1568,20269,0.3106,20315000,2.24,0.00608,0.751,75.61,0.79,"Asia","Developing"
"1012",1012,"Sri Lanka",2010,56710,2808,40554,2008,-3940,11310.3,560,32,8602.1,0.1517,13511.5,0.2383,20198000,2.25,0.00602,0.745,75.44,0.68,"Asia","Developing"
"1013",1013,"Sri Lanka",2009,48113,2397,36221,1804,-4146,10461.5,521,31,7345,0.1527,10049.2,0.2089,20075000,2.26,0.00596,0.74,75.29,0.64,"Asia","Developing"
"1014",1014,"Sri Lanka",2008,46602,2336,33138,1661,-2857,9195.6,461,30,8452.1,0.1814,13952.8,0.2994,19946000,2.27,0.0059,0.738,75.16,0.67,"Asia","Developing"
"1015",1015,"Sri Lanka",2007,37043,1870,27508,1389,-2224,7609.7,384,32,7740.1,0.2089,11300.5,0.3051,19811000,2.28,0.00583,0.73,75.04,0.72,"Asia","Developing"
"1016",1016,"Sri Lanka",2006,32359,1645,24848,1263,-1978,6864.3,349,31,6885.5,0.2128,10258.2,0.317,19670000,2.28,0.00578,0.724,74.9,0.66,"Asia","Developing"
"1017",1017,"Sri Lanka",2005,27945,1431,22112,1132,-1713,5816.1,298,32,6346.8,0.2271,8833.7,0.3161,19525000,2.28,0.00577,0.718,74.7,0.74,"Asia","Developing"
"1018",1018,"Sri Lanka",2004,23655,1221,21160,1092,-1547,4713.1,243,30,5756.9,0.2434,7972.9,0.337,19373000,2.27,0.00583,0.711,74.34,0.68,"Asia","Developing"
"1019",1019,"Sri Lanka",2003,21621,1125,19326,1006,-1375,4324.6,225,34,5125.2,0.237,6671.9,0.3086,19215000,2.26,0.00599,0.705,73.8,0.66,"Asia","Developing"
"1020",1020,"Sri Lanka",2002,19585,1028,19510,1024,-1399,4214.3,221,37,4699.1,0.2399,6104.8,0.3117,19059000,2.25,0.00624,0.697,73.09,0.62,"Asia","Developing"
"1021",1021,"Sweden",2016,515744,51599,216193,21630,5119,256692,25682,88,139290.1,0.27,141020.9,0.2733,9995153,1.85,0.0092,0.932,82.4,4.57,"Europe","Developed"
"1022",1022,"Sweden",2015,503651,51127,224988,22839,-13,249360.9,25313,89,140023.4,0.278,138398,0.2748,9851017,1.85,0.0093,0.929,82.2,4.52,"Europe","Developed"
"1023",1023,"Sweden",2014,580249,59529,254461,26106,-8895,295594,30326,87,164645.4,0.2832,162211.1,0.2791,9747355,1.88,0.0092,0.92,82.3,4.55,"Europe","Developed"
"1024",1024,"Sweden",2013,584638,60616,231174,23969,-8192,302708.5,31385,89,167549.6,0.2866,160608.7,0.2747,9644864,1.89,0.0094,0.912,82,4.58,"Europe","Developed"
"1025",1025,"Sweden",2012,550927,57653,210816,22061,-5573,281111.3,29418,88,172344.7,0.3128,164435.6,0.2985,9555893,1.91,0.0097,0.908,81.8,4.82,"Europe","Developed"
"1026",1026,"Sweden",2011,572744,60398,216967,22880,-1317,285428.5,30099,93,186963.2,0.3261,177025.9,0.3088,9482855,1.9,0.0095,0.906,81.9,5.19,"Europe","Developed"
"1027",1027,"Sweden",2010,495329,52607,201699,21422,-228,250277.7,26581,92,158549.4,0.3195,148945.6,0.3001,9415570,1.98,0.0096,0.905,81.6,5.68,"Europe","Developed"
"1028",1028,"Sweden",2009,435113,46583,185402,19849,-3120,229298.7,24548,92,130780.7,0.299,119876,0.274,9340682,1.94,0.0097,0.899,81.5,5.08,"Europe","Developed"
"1029",1029,"Sweden",2008,515414,55682,173251,18717,9957,261111.9,28209,90,183327.3,0.3528,168502.6,0.3243,9256347,1.91,0.0099,0.901,81.3,5.53,"Europe","Developed"
"1030",1030,"Sweden",2007,487975,53139,187815,20453,16406,242461.3,26403,93,168817,0.3455,153226.2,0.3136,9182927,1.88,0.01,0.905,81.1,5.78,"Europe","Developed"
"1031",1031,"Sweden",2006,420221,46111,189296,20772,9462,215818.6,23682,92,147792.8,0.3513,127547.1,0.3032,9113257,1.85,0.01,0.902,81,6.08,"Europe","Developed"
"1032",1032,"Sweden",2005,389753,43077,189372,20930,7206,205329.9,22694,92,130961.9,0.3355,111696.8,0.2861,9047752,1.77,0.0102,0.899,80.7,6.18,"Europe","Developed"
"1033",1033,"Sweden",2004,382625,42460,189551,21035,1357,201834.1,22398,90,123266.7,0.3216,100432.9,0.262,9011392,1.75,0.0101,0.896,80.7,6.55,"Europe","Developed"
"1034",1034,"Sweden",2003,332269,37019,166290,18527,-4137,180339.8,20092,93,102104.2,0.3065,83540.4,0.2508,8975670,1.71,0.0104,0.908,80.3,6.75,"Europe","Developed"
"1035",1035,"Sweden",2002,265336,29677,133867,14973,-3813,143833.6,16087,93,81499.1,0.3056,66954.9,0.2511,8940788,1.65,0.0106,0.902,80,6.7,"Europe","Developed"
"1036",1036,"Switzerland",2016,671399,80629,280456,33310,2203,229723.1,27284,86,302899.8,0.4513,270128.3,0.4025,8419550,1.54,0.0078,0.943,83.7,4.92,"Europe","Developed"
"1037",1037,"Switzerland",2015,679728,82511,292292,35101,4384,231173.8,27762,86,289720.2,0.4268,253027.4,0.3726,8327126,1.54,0.0082,0.942,83,4.83,"Europe","Developed"
"1038",1038,"Switzerland",2014,709481,87160,304800,37001,-1523,240017.8,29137,86,311203.5,0.4389,275740.7,0.388,8237666,1.54,0.0078,0.939,83.3,4.95,"Europe","Developed"
"1039",1039,"Switzerland",2013,688729,85673,295565,36312,-2955,235644.5,28950,85,357851.8,0.5205,321508.6,0.4671,8139631,1.52,0.008,0.938,82.9,5.49,"Europe","Developed"
"1040",1040,"Switzerland",2012,667892,83959,291475,36257,2552,221862.9,27598,86,312464.1,0.4676,295960.9,0.443,8039060,1.52,0.008,0.935,82.8,5.44,"Europe","Developed"
"1041",1041,"Switzerland",2011,699666,88903,300029,37717,5157,230814.6,29016,88,234819.3,0.3349,208219.9,0.2969,7954662,1.52,0.0078,0.932,82.8,5.34,"Europe","Developed"
"1042",1042,"Switzerland",2010,583055,74885,247886,31497,2080,192864.7,24506,87,195609.3,0.3344,176280.6,0.3017,7870134,1.52,0.008,0.932,82.7,5.93,"Europe","Developed"
"1043",1043,"Switzerland",2009,541614,70321,238966,30692,2739,180719.4,23211,90,172474.1,0.3182,155378.1,0.2869,7785806,1.5,0.0081,0.927,82.3,5.79,"Europe","Developed"
"1044",1044,"Switzerland",2008,553824,72939,254064,32987,10730,174034.3,22596,90,200758.8,0.3598,183573.9,0.3291,7701856,1.48,0.008,0.917,82.3,6.04,"Europe","Developed"
"1045",1045,"Switzerland",2007,480271,63959,218332,28753,7717,147673.6,19447,90,172078.1,0.358,161180.2,0.3353,7593494,1.46,0.0081,0.915,82,5.92,"Europe","Developed"
"1046",1046,"Switzerland",2006,431133,57800,213908,28488,3688,137780,18349,91,147856.3,0.3421,141399.5,0.328,7508739,1.44,0.0081,0.912,81.8,6.25,"Europe","Developed"
"1047",1047,"Switzerland",2005,408669,55114,229134,30719,-2752,138165.5,18523,91,130929.6,0.3203,126573.7,0.3096,7459128,1.42,0.0082,0.905,81.5,6.36,"Europe","Developed"
"1048",1048,"Switzerland",2004,393587,53447,232950,31416,-5621,136287.3,18380,90,122844,0.3007,115799,0.2832,7415102,1.42,0.0081,0.901,81.3,6.33,"Europe","Developed"
"1049",1049,"Switzerland",2003,353157,48285,205631,27923,-4900,123052.2,16710,88,104822,0.285,100239,0.2732,7364148,1.39,0.0086,0.896,80.7,6.31,"Europe","Developed"
"1050",1050,"Switzerland",2002,301501,41552,178363,24387,-5404,108040.5,14772,85,91699,0.2906,87189,0.2771,7313853,1.39,0.0085,0.891,80.6,6.17,"Europe","Developed"
"1051",1051,"Tanzania",2016,49774,938,18145,342,-1037,8419.4,159,32,4499.7,0.0904,9300.5,0.1869,53050790,5.02,0.00687,0.533,63.84,0.22,"Africa","Developing"
"1052",1052,"Tanzania",2015,47384,920,16992,330,-1501,8125.8,158,30,4833.5,0.102,10788.9,0.2277,51482633,5.08,0.00716,0.528,63.11,0.24,"Africa","Developing"
"1053",1053,"Tanzania",2014,50002,1001,16304,326,-1455,8642.4,173,31,4627.5,0.0925,11993.5,0.2399,49959822,5.15,0.0075,0.515,62.29,0.22,"Africa","Developing"
"1054",1054,"Tanzania",2013,45681,942,13724,283,-1740,8607.1,178,33,4558.5,0.0998,12091.5,0.2647,48482266,5.22,0.00789,0.507,61.4,0.22,"Africa","Developing"
"1055",1055,"Tanzania",2012,39651,868,11387,249,-1609,7728.2,169,35,5075,0.128,11346,0.2861,45688000,5.29,0.00831,0.506,60.47,0.22,"Africa","Developing"
"1056",1056,"Tanzania",2011,34067,768,9352,211,-1197,6431.3,145,30,4735,0.139,10799.4,0.317,44348000,5.36,0.00875,0.499,59.53,0.19,"Africa","Developing"
"1057",1057,"Tanzania",2010,31533,732,8493,197,-1481,6288.8,146,27,4050.5,0.1285,7874.2,0.2497,43060000,5.43,0.00921,0.493,58.58,0.15,"Africa","Developing"
"1058",1058,"Tanzania",2009,28985,693,6968,167,-1282,5769.7,138,26,2982.4,0.1029,6410.9,0.2212,41824000,5.49,0.00968,0.486,57.67,0.13,"Africa","Developing"
"1059",1059,"Tanzania",2008,27762,683,5889,145,-533,5064.4,125,30,3121.1,0.1124,7702.7,0.2775,40640000,5.54,0.01015,0.477,56.78,0.14,"Africa","Developing"
"1060",1060,"Tanzania",2007,21811,552,4643,117,-315,3892,98,32,2139.3,0.0981,5337.1,0.2447,39522000,5.58,0.01061,0.468,55.93,0.14,"Africa","Developing"
"1061",1061,"Tanzania",2006,18878,491,6111,159,-639,3326,87,29,1864.7,0.0988,4246.2,0.2249,38421000,5.62,0.01105,0.458,55.12,0.15,"Africa","Developing"
"1062",1062,"Tanzania",2005,17174,460,7911,212,-562,3143.5,84,29,1679.1,0.0978,3287.1,0.1914,37354000,5.64,0.0115,0.448,54.35,0.15,"Africa","Developing"
"1063",1063,"Tanzania",2004,15575,429,6937,191,-379,2652.5,73,20,1479.1,0.095,2726.3,0.175,36314000,5.65,0.01195,0.434,53.6,0.14,"Africa","Developing"
"1064",1064,"Tanzania",2003,14159,401,6285,178,-251,2176,62,25,1216.1,0.0859,2125.2,0.1501,35302000,5.66,0.01241,0.423,52.87,0.11,"Africa","Developing"
"1065",1065,"Tanzania",2002,13122,382,6221,181,-95,1787.1,52,27,979.6,0.0747,1660.3,0.1265,34328000,5.67,0.01288,0.413,52.14,0.1,"Africa","Developing"
"1066",1066,"Thailand",2016,412411,6113,169730,2516,2315,86804.7,1287,35,215387.5,0.522,194198,0.4706,67460000,1.54,0.00747,0.748,76.4,3.95,"Asia","Developing"
"1067",1067,"Thailand",2015,401266,5968,168836,2511,525,87999.7,1309,38,214309.6,0.5345,202653,0.5054,67240000,1.54,0.00739,0.741,76.09,3.96,"Asia","Developing"
"1068",1068,"Thailand",2014,407339,6080,175165,2614,-3237,89679.5,1339,38,227462,0.5584,227748.6,0.5591,6.7e+07,1.54,0.00733,0.735,75.75,3.91,"Asia","Developing"
"1069",1069,"Thailand",2013,420334,6296,176737,2647,2160,90631.9,1358,35,228504.9,0.5439,250406.8,0.5961,66760000,1.54,0.00728,0.728,75.38,3.98,"Asia","Developing"
"1070",1070,"Thailand",2012,397558,5979,158741,2387,-3584,84240.7,1267,37,229105.7,0.5762,249115,0.6265,66490000,1.54,0.00724,0.731,74.99,3.86,"Asia","Developing"
"1071",1071,"Thailand",2011,370819,5601,145916,2204,-21,78760.2,1190,34,222575.8,0.6,228786.6,0.6167,66210000,1.54,0.00721,0.727,74.59,3.62,"Asia","Developing"
"1072",1072,"Thailand",2010,341105,5175,133398,2024,-4301,73709.2,1118,35,193305.6,0.5668,182921,0.5364,65920000,1.54,0.00719,0.724,74.18,3.65,"Asia","Developing"
"1073",1073,"Thailand",2009,281711,4298,116852,1783,-6107,59914.6,914,34,152422.2,0.5409,133708.5,0.4745,65540000,1.55,0.00718,0.718,73.77,3.47,"Asia","Developing"
